date,avg_temp_c,max_temp_c,min_temp_c,rain_mm,humidity,weather_condition,rain_severity,heat_severity
2024-01-01,9.2,12.5,4.4,0.0,48.0,快晴,0.0,0.0
2024-01-02,6.1,9.2,2.8,0.0,65.0,曇時々雨一時晴,0.3,0.0
2024-01-03,7.4,11.0,2.8,0.0,72.0,曇,0.3,0.0
2024-01-04,9.7,15.3,6.3,0.0,58.0,晴一時曇,0.0,0.0
2024-01-05,7.4,13.6,2.9,0.0,57.0,快晴,0.0,0.0
2024-01-06,9.1,15.6,3.0,0.0,61.0,快晴,0.0,0.0
2024-01-07,8.3,12.7,5.7,0.0,53.0,晴後時々曇,0.0,0.0
2024-01-08,5.4,10.2,2.7,0.0,43.0,快晴,0.0,0.0
2024-01-09,5.4,11.0,1.5,0.0,49.0,快晴,0.0,0.0
2024-01-10,7.2,12.3,1.7,0.0,52.0,晴後薄曇,0.0,0.0
2024-01-11,4.8,7.2,1.8,0.0,51.0,曇,0.0,0.0
2024-01-12,7.1,13.7,0.1,0.0,53.0,快晴,0.0,0.0
2024-01-13,5.9,11.7,1.2,2.0,59.0,晴時々曇一時雪、雷を伴う,0.3,0.0
2024-01-14,6.4,10.5,0.2,0.0,49.0,快晴,0.0,0.0
2024-01-15,6.3,11.4,2.4,0.0,44.0,晴,0.0,0.0
2024-01-16,3.7,7.0,0.0,0.0,43.0,晴,0.0,0.0
2024-01-17,6.2,12.2,0.8,0.0,48.0,快晴,0.0,0.0
2024-01-18,8.5,13.4,2.5,0.0,49.0,晴後曇,0.0,0.0
2024-01-19,10.2,15.1,7.6,0.0,58.0,薄曇時々晴,0.0,0.0
2024-01-20,6.3,7.6,4.6,2.5,69.0,曇後雨,0.3,0.0
2024-01-21,8.1,12.1,4.6,31.5,90.0,雨後時々曇一時晴,0.7,0.0
2024-01-22,10.7,14.6,6.7,0.0,76.0,曇時々晴一時雨,0.3,0.0
2024-01-23,9.0,13.9,5.5,0.0,65.0,晴時々薄曇,0.0,0.0
2024-01-24,4.5,8.4,1.1,0.0,31.0,晴一時薄曇,0.0,0.0
2024-01-25,4.2,9.6,-1.1,0.0,30.0,快晴,0.0,0.0
2024-01-26,6.2,12.0,1.8,0.0,35.0,快晴,0.0,0.0
2024-01-27,7.2,12.2,2.9,0.0,38.0,快晴,0.0,0.0
2024-01-28,6.0,9.6,2.8,0.0,50.0,曇,0.0,0.0
2024-01-29,6.8,11.9,2.4,0.0,51.0,快晴,0.0,0.0
2024-01-30,7.7,13.3,4.0,0.0,52.0,晴,0.0,0.0
2024-01-31,9.3,14.1,2.7,0.0,63.0,快晴,0.3,0.0
2024-02-01,9.8,16.3,5.0,0.0,48.0,晴時々曇,0.0,0.0
2024-02-02,5.0,7.6,3.3,0.0,43.0,曇,0.0,0.0
2024-02-03,6.9,11.7,3.4,0.0,44.0,晴,0.3,0.0
2024-02-04,4.9,6.9,2.6,5.0,77.0,雨後曇,0.3,0.0
2024-02-05,3.0,6.2,0.3,35.0,75.0,曇後雪時々雨一時みぞれ,0.7,0.0
2024-02-06,3.4,5.4,0.8,2.0,93.0,雨後時々曇,0.3,0.0
2024-02-07,4.7,9.6,-0.1,0.0,69.0,快晴,0.0,0.0
2024-02-08,5.7,11.3,1.2,0.0,59.0,晴時々曇,0.0,0.0
2024-02-09,6.8,11.3,2.5,0.0,56.0,薄曇時々晴,0.0,0.0
2024-02-10,7.1,12.4,1.8,0.0,61.0,晴一時薄曇,0.0,0.0
2024-02-11,8.1,12.8,4.3,0.0,47.0,晴後一時曇,0.3,0.0
2024-02-12,7.3,12.7,3.6,0.0,50.0,晴一時曇,0.0,0.0
2024-02-13,9.6,17.3,1.6,0.0,52.0,快晴,0.0,0.0
2024-02-14,10.9,18.5,4.2,0.0,45.0,晴後曇,0.0,0.0
2024-02-15,14.4,21.1,6.1,0.0,63.0,薄曇後時々晴,0.3,0.0
2024-02-16,10.6,17.0,6.2,0.0,46.0,晴一時薄曇,0.0,0.0
2024-02-17,9.0,13.6,4.6,0.0,58.0,曇,0.3,0.0
2024-02-18,13.4,18.8,9.2,0.0,69.0,晴一時曇,0.3,0.0
2024-02-19,15.0,17.2,12.8,5.0,85.0,雨一時曇,0.3,0.0
2024-02-20,18.1,23.7,12.8,0.0,78.0,曇一時晴,0.3,0.0
2024-02-21,8.7,13.2,7.3,5.5,91.0,雨,0.3,0.0
2024-02-22,5.5,8.0,3.6,6.5,95.0,雨一時曇,0.3,0.0
2024-02-23,2.8,4.0,1.7,6.5,93.0,雨一時みぞれ,0.3,0.0
2024-02-24,5.3,10.3,1.2,0.0,60.0,薄曇時々晴,0.0,0.0
2024-02-25,4.4,5.8,3.5,8.5,84.0,雨一時曇,0.3,0.0
2024-02-26,7.8,13.3,4.8,0.5,57.0,晴一時薄曇,0.3,0.0
2024-02-27,7.0,11.4,4.1,0.0,39.0,快晴,0.0,0.0
2024-02-28,8.3,14.4,4.1,0.0,40.0,快晴,0.0,0.0
2024-02-29,7.6,11.8,3.5,4.0,62.0,曇後一時雨,0.3,0.0
2024-03-01,9.9,16.4,3.7,15.5,68.0,晴時々曇一時雨,0.31,0.0
2024-03-02,6.3,10.1,3.9,0.0,38.0,曇一時晴,0.0,0.0
2024-03-03,7.5,13.4,1.2,0.0,41.0,快晴,0.0,0.0
2024-03-04,9.4,15.7,2.9,0.0,41.0,快晴,0.0,0.0
2024-03-05,6.4,9.1,2.0,19.0,71.0,曇後雨,0.38,0.0
2024-03-06,5.6,10.4,2.0,11.0,83.0,雨後曇,0.3,0.0
2024-03-07,6.9,10.7,4.9,0.0,56.0,曇後一時晴,0.3,0.0
2024-03-08,4.5,9.4,0.4,19.0,88.0,曇時々雨一時雪,0.38,0.0
2024-03-09,6.1,11.2,2.6,0.0,53.0,快晴,0.0,0.0
2024-03-10,6.7,13.6,0.5,0.0,40.0,快晴,0.0,0.0
2024-03-11,8.2,13.8,1.8,0.0,49.0,晴後時々薄曇,0.0,0.0
2024-03-12,7.8,10.0,6.1,36.0,79.0,大雨一時曇,0.72,0.0
2024-03-13,9.5,13.7,6.7,0.0,46.0,快晴,0.0,0.0
2024-03-14,9.5,15.6,2.8,0.0,51.0,快晴,0.0,0.0
2024-03-15,11.8,17.6,6.2,0.0,49.0,快晴,0.0,0.0
2024-03-16,14.8,22.7,10.8,0.0,47.0,快晴,0.3,0.0
2024-03-17,16.0,21.7,9.8,0.0,56.0,晴一時曇,0.0,0.0
2024-03-18,9.5,14.6,4.1,0.0,30.0,快晴,0.0,0.0
2024-03-19,8.4,12.4,3.7,0.0,41.0,曇後一時晴,0.0,0.0
2024-03-20,8.5,15.7,4.7,1.0,54.0,晴後曇時々雨、雷を伴う,0.3,0.0
2024-03-21,6.5,11.4,3.4,0.0,34.0,晴,0.0,0.0
2024-03-22,7.2,13.3,1.8,0.0,34.0,快晴,0.0,0.0
2024-03-23,5.7,9.3,2.6,0.5,63.0,雨時々曇一時晴,0.3,0.0
2024-03-24,10.2,15.5,4.2,1.0,83.0,曇後一時雨,0.3,0.0
2024-03-25,11.3,12.5,10.8,9.0,98.0,雨時々曇,0.3,0.0
2024-03-26,9.4,12.3,6.1,45.0,94.0,大雨,0.9,0.0
2024-03-27,10.9,16.5,6.0,0.0,54.0,晴,0.0,0.0
2024-03-28,10.9,14.6,7.2,2.5,68.0,曇一時雨,0.3,0.0
2024-03-29,16.3,22.2,11.7,29.0,88.0,雨後晴,0.7,0.0
2024-03-30,17.8,24.6,12.3,0.0,66.0,晴時々薄曇,0.0,0.0
2024-03-31,19.5,28.1,12.2,0.0,61.0,晴時々薄曇,0.3,0.0
2024-04-01,14.6,19.7,11.8,3.0,73.0,曇時々雨一時晴,0.3,0.0
2024-04-02,14.2,20.6,8.4,0.0,50.0,晴後薄曇,0.0,0.0
2024-04-03,13.9,16.6,12.3,11.5,83.0,雨時々曇,0.3,0.0
2024-04-04,15.4,19.9,11.3,4.0,79.0,曇一時雨,0.3,0.0
2024-04-05,11.4,15.1,9.0,0.5,71.0,曇時々雨,0.3,0.0
2024-04-06,12.7,15.8,9.0,0.0,81.0,曇,0.3,0.0
2024-04-07,17.0,22.6,13.1,1.5,83.0,薄曇時々晴一時雨,0.3,0.0
2024-04-08,18.8,23.2,15.4,0.0,85.0,曇後雨,0.3,0.0
2024-04-09,15.6,19.8,9.7,55.5,78.0,大雨一時曇,1.0,0.0
2024-04-10,11.7,17.8,7.4,0.0,47.0,晴,0.0,0.0
2024-04-11,14.0,19.8,7.7,0.0,62.0,晴後薄曇,0.0,0.0
2024-04-12,15.0,18.2,12.8,2.5,73.0,曇一時雨,0.3,0.0
2024-04-13,16.4,22.7,11.1,0.0,68.0,薄曇時々晴,0.0,0.0
2024-04-14,18.0,24.8,12.7,0.0,66.0,快晴,0.0,0.0
2024-04-15,19.4,26.8,14.0,0.0,65.0,晴後薄曇,0.0,0.0
2024-04-16,19.2,23.4,15.9,0.0,66.0,晴一時曇,0.3,0.0
2024-04-17,20.1,25.5,16.5,0.0,70.0,晴時々曇,0.0,0.0
2024-04-18,17.9,21.4,14.3,1.5,67.0,曇後一時雨,0.3,0.0
2024-04-19,18.3,23.6,14.1,0.0,46.0,晴一時薄曇,0.0,0.0
2024-04-20,19.4,26.1,12.7,0.0,48.0,曇,0.0,0.0
2024-04-21,18.4,23.3,14.9,5.0,67.0,曇後一時雨,0.3,0.0
2024-04-22,15.6,18.6,13.2,7.0,89.0,曇時々雨,0.3,0.0
2024-04-23,16.9,19.4,14.8,0.0,82.0,曇,0.3,0.0
2024-04-24,15.0,16.5,13.9,20.5,94.0,雨,0.7,0.0
2024-04-25,19.5,25.8,13.8,0.5,78.0,晴一時曇,0.3,0.0
2024-04-26,20.3,25.1,15.1,0.0,72.0,曇,0.3,0.0
2024-04-27,19.5,23.2,16.6,0.0,84.0,雨後曇,0.3,0.0
2024-04-28,21.6,28.2,15.7,0.0,71.0,晴後一時薄曇,0.0,0.0
2024-04-29,21.2,25.8,17.4,0.0,80.0,曇,0.3,0.0
2024-04-30,20.9,25.2,18.2,2.5,84.0,曇一時雨,0.3,0.0
2024-05-01,16.5,21.2,11.8,26.5,92.0,雨一時曇,0.7,0.0
2024-05-02,15.3,21.7,10.8,3.0,70.0,晴時々曇,0.3,0.0
2024-05-03,17.7,24.2,11.4,0.0,63.0,快晴,0.0,0.0
2024-05-04,20.9,27.8,14.8,0.0,57.0,快晴,0.0,0.0
2024-05-05,21.5,27.7,15.4,0.0,65.0,晴,0.0,0.0
2024-05-06,20.9,23.6,19.1,0.0,68.0,曇後一時雨,0.3,0.0
2024-05-07,20.0,22.2,18.6,5.0,88.0,雨後時々曇,0.3,0.0
2024-05-08,17.8,23.8,11.4,8.0,83.0,曇後時々雨,0.3,0.0
2024-05-09,13.7,18.9,10.2,1.5,70.0,雨時々曇後晴,0.3,0.0
2024-05-10,17.5,24.4,8.7,0.0,50.0,晴,0.0,0.0
2024-05-11,20.3,25.9,14.1,0.0,61.0,晴,0.0,0.0
2024-05-12,21.1,24.8,17.3,0.0,65.0,曇,0.3,0.0
2024-05-13,19.3,22.0,15.4,58.5,96.0,雨,1.0,0.0
2024-05-14,16.9,21.6,12.2,0.0,71.0,曇後晴,0.0,0.0
2024-05-15,19.4,25.7,13.8,1.5,76.0,薄曇,0.3,0.0
2024-05-16,18.7,25.1,14.7,10.0,79.0,晴時々曇一時雨,0.3,0.0
2024-05-17,20.6,27.2,13.4,0.0,50.0,晴一時薄曇,0.0,0.0
2024-05-18,21.9,28.8,16.2,0.0,59.0,晴後一時薄曇,0.0,0.0
2024-05-19,20.8,24.1,17.7,0.0,75.0,曇後時々雨,0.3,0.0
2024-05-20,17.4,21.4,14.4,34.0,92.0,雨後曇,0.7,0.0
2024-05-21,22.5,28.9,16.9,0.0,74.0,薄曇,0.3,0.0
2024-05-22,20.6,25.3,18.0,0.0,61.0,薄曇一時晴,0.0,0.0
2024-05-23,21.4,25.2,18.1,0.0,75.0,曇,0.0,0.0
2024-05-24,23.3,29.0,18.1,0.0,67.0,薄曇後一時晴,0.0,0.0
2024-05-25,21.4,25.8,18.3,0.0,52.0,晴時々曇,0.0,0.0
2024-05-26,21.6,26.6,17.6,0.0,63.0,晴時々薄曇,0.0,0.0
2024-05-27,22.3,25.1,20.3,0.0,84.0,曇時々雨,0.3,0.0
2024-05-28,24.0,25.9,22.4,19.0,91.0,雨時々曇,0.38,0.0
2024-05-29,22.0,25.8,18.8,0.5,71.0,曇後晴,0.3,0.0
2024-05-30,22.5,27.3,17.5,0.0,73.0,晴後曇,0.3,0.0
2024-05-31,19.0,21.7,16.6,34.0,90.0,雨後曇,0.7,0.0
